,feature,class
2059,"[-3.2980371e+02  4.3124664e+01 -2.7775496e+01  2.9783533e+01
 -5.1762028e+00 -1.8797647e+00 -1.3782576e+01  1.2166187e+01
 -1.1805413e+01  9.1156502e+00 -1.8885775e+01  9.4476500e+00
 -5.8293545e-01  1.9969814e+00  1.4477576e+00  9.0948880e-01
 -7.3669925e+00  1.4616977e+01 -1.2580767e+01  1.0003694e+01
  2.4991965e+00  3.6378717e+00  7.1668773e+00  1.0869781e+01
  1.8526609e+00  7.1243539e+00 -3.4709232e+00  5.1875219e+00
  5.1583004e+00  1.6336474e+00 -1.2931015e+00 -1.9168641e-01
 -2.1625867e+00  3.9008210e+00 -2.0327809e+00  2.9075062e-01
  8.7932092e-01  5.4183662e-01 -3.1276694e-01 -2.9085095e+00]",Fear
2060,"[-300.67685      31.833735    -24.817759     39.545547    -14.073395
   -9.152583    -13.566393     -5.0072985    -2.4342895    -9.936467
  -10.108774     14.077525    -18.191975      9.656901     -7.863115
    0.87058204   -0.70441705    3.084815     -4.349964      6.0121236
  -10.791099      3.735249      3.0770316    13.650242      9.505309
    8.694142      6.229727      6.800957     15.008197      9.307442
    1.6912446    -1.4890972    -1.2038018     3.2745075     2.793459
    1.6112678    -1.8757386    -6.4336033    -4.4302635    -0.4328237 ]",Happy
2061,"[-4.2827646e+02  7.1194153e+01  2.6764576e+00 -1.2350900e+01
 -7.1396446e+00  1.0662161e+01 -2.4888830e+01  1.6006646e+00
 -1.6859804e+01  2.1396153e+00 -1.9528286e+01 -2.4751532e-01
 -1.2838325e+01  2.8933966e+00 -6.6645346e+00  3.1178265e+00
 -7.2655802e+00  7.8536053e+00 -1.7641722e+00  2.8751576e-01
  2.1422932e+00  1.5192121e+01  1.2888144e+01  3.3173321e+01
  2.4866020e+01  2.4907890e+01  1.0244773e+01  4.9167624e+00
 -3.2282929e+00  6.5881557e+00  4.0271640e-01  5.6639022e-01
 -3.8461084e+00 -4.8248711e+00  4.7365575e+00  2.5771861e+00
 -1.9117308e+00 -1.7135406e+00 -1.9550875e+00  1.0173635e+00]",Fear
2062,"[-4.0411813e+02  8.1213493e+01 -1.8879061e+01  3.8507347e+01
 -5.9480610e+00  2.9517207e-01 -9.4661655e+00 -8.8066931e+00
 -1.0044762e+01  1.3714157e+01 -2.6121002e+01  1.5961150e+01
 -1.3001504e+01  8.4604912e+00 -3.0693135e+00 -5.7388277e+00
  1.3384318e+00  6.8596583e-03 -1.4710735e+01  5.5765095e+00
 -8.1932077e+00 -6.4070520e+00 -5.6425319e+00 -5.2863135e+00
 -6.9231572e+00  1.9294067e-01 -3.9130459e+00 -2.4029994e+00
 -7.6499877e+00 -5.7701769e+00 -9.4355927e+00  3.6171198e+00
  1.5989726e+01  3.0345762e+01  4.0504997e+01  3.1936543e+01
  1.9560995e+01 -1.1438730e+00 -6.3407640e+00 -2.2813332e+00]",Calm
2063,"[-3.20029816e+02  5.51226082e+01 -1.73036213e+01  1.23722782e+01
 -1.15659685e+01  1.13654833e+01 -6.60882330e+00 -4.81573725e+00
 -1.10621376e+01  1.05926008e+01 -2.58844624e+01  1.20167751e+01
 -7.74020767e+00  3.25172019e+00  6.47698045e-02 -3.53743553e+00
 -7.99650574e+00  1.51430740e+01  4.41713519e-02  2.05032501e+01
  1.17269402e+01  1.20875854e+01  1.68865323e+00  6.78476095e+00
  6.56710804e-01  7.85947132e+00 -1.00618768e+00  2.54071259e+00
  1.83466077e+00  1.52487493e+00 -5.32307768e+00 -3.16502452e+00
 -6.40512228e+00 -2.17889118e+00  2.05428004e+00  8.46316993e-01
  9.10599649e-01  9.28712845e-01  3.49250603e+00  3.19253469e+00]",Fear
2064,"[-2.9771390e+02  4.3088257e+01 -2.5501223e+01  2.4537434e+01
 -1.8765709e+01  3.2457656e-01 -1.3151602e+01 -8.0486374e+00
  2.6485231e+00 -4.9062533e+00 -1.0284658e+01  1.2705719e+01
 -1.6968605e+01  1.0788619e+01 -9.9712896e+00  2.2849073e+00
 -2.8904130e+00  6.4145889e+00 -8.4580984e+00  3.3372085e+00
 -9.2812414e+00 -4.8502639e-01  3.3383307e+00  1.0694547e+01
  6.6738405e+00  1.7750682e+00 -2.7068155e+00  1.0152194e+00
  7.7158756e+00  6.6990190e+00  3.9378989e+00  5.4409337e+00
  8.4257231e+00  9.0790749e+00  9.4171963e+00  6.2760730e+00
  2.1178317e-01 -5.3458309e+00 -3.5466659e+00  1.1397023e+00]",Happy
2065,"[-4.00418549e+02  8.16281738e+01 -7.79803753e+00  1.37264843e+01
 -1.49974852e+01  7.94241858e+00 -1.19769611e+01 -1.24288025e+01
 -1.13837271e+01  3.36523938e+00 -1.00260592e+01  1.80111957e+00
 -1.02893915e+01  5.58099031e+00 -9.96336269e+00 -6.99183047e-01
  1.85514140e+00  2.12051168e-01 -1.04442751e+00  1.05932534e+00
 -5.19528484e+00 -2.01591110e+00 -5.22977495e+00  5.90796709e-01
 -2.36106467e+00 -4.07836616e-01 -4.10248846e-01  1.51500893e+00
  1.18515205e+00  3.77200294e+00  1.63875431e-01  1.97825146e+00
  1.85349298e+00  7.50060141e-01  4.24156427e+00  1.28818607e+00
  3.70810175e+00  1.89678085e+00  4.95314837e+00  4.24174023e+00]",Disgust
2066,"[-3.0097043e+02  3.5608223e+01 -2.9744259e+01  2.3268114e+01
 -1.8448265e+01  7.9348660e-01 -1.3988087e+01 -1.0571337e+01
 -4.5407181e+00 -2.0504673e+00 -1.5509924e+01  1.1099223e+01
 -1.7482750e+01  1.2321565e+01 -8.2167759e+00 -3.7121658e+00
  2.3822963e+00  3.2680483e+00 -3.1704018e+00  4.1078825e+00
 -8.1677265e+00 -3.2914269e-01  3.8527567e+00  8.9269724e+00
  4.1643810e+00  4.7936573e+00 -2.3804104e+00  4.9139295e+00
  9.1470032e+00  9.4028130e+00  4.0507441e+00  1.5324433e-01
  3.2652233e+00  7.8716240e+00  6.2838540e+00  4.0375624e+00
 -6.5219430e-03 -4.5298238e+00 -4.4272308e+00 -1.3942530e+00]",Happy
2067,"[-434.45703      77.95116       5.677521      3.2295253    -9.919891
   -2.563759    -20.923574      4.4386587   -21.969242      5.1456914
  -14.987942     -2.467082     -2.545457      0.6315337    -3.1713293
    4.1133294    -4.671302     15.718645     -2.355368      8.500748
    5.6189017     9.829135      3.779917      6.6766114    -0.84378695
    2.1830244    -1.8706264     9.687842     -2.0236194     5.4210076
    2.50427       5.875296      4.906618      2.1642048    -0.51929015
    3.1018507     4.3148575     4.5624943     2.3697891     6.489535  ]",Happy
2068,"[-3.9969882e+02  9.0830711e+01  1.2481129e+01 -4.3693689e-01
 -9.4505434e+00 -6.0410935e-01 -1.8664526e+01  5.2682920e+00
 -2.2534689e+01 -2.0490688e-01 -1.7901690e+01 -9.3868551e+00
 -4.6638188e+00  1.8070927e+00 -8.8933411e+00  4.4490771e+00
 -6.6563511e+00  1.0769352e+01 -1.6312541e+00  7.6509923e-01
  2.6428351e+00  8.3587962e-01 -4.5976862e-01  4.6999488e+00
 -3.1822565e+00  3.1601696e+00 -2.3130429e+00  3.1063449e+00
 -9.1348553e-01  7.9267299e-01 -1.8495781e+00 -1.4410092e+00
  3.3438120e+00  4.5431967e+00  9.8959255e+00  1.0892126e+01
  1.3463355e+01  1.2509626e+01  1.3566169e+01  1.2122704e+01]",Surprise
2069,"[-4.3715237e+02  8.5894325e+01 -5.3565884e+00  3.5287804e+01
 -1.4273919e+00  2.3112080e+00 -1.3420135e+01 -4.4986148e+00
 -9.1183605e+00  6.0904903e+00 -1.8184418e+01  1.3408444e+01
 -1.0972877e+01  7.4759769e+00 -4.4112043e+00 -1.6596892e+00
 -4.0357792e-01  8.7549645e-01 -1.3984344e+01  2.3649552e+00
 -8.0453539e+00 -3.7146604e+00 -9.8668842e+00 -3.2225468e+00
 -7.4853263e+00 -2.8017135e+00 -1.9713582e+00 -3.2683651e+00
 -7.7019181e+00 -6.4737163e+00 -7.5900517e+00  6.7028656e+00
  1.8921864e+01  3.5116959e+01  4.1132256e+01  3.0628836e+01
  1.6435589e+01 -3.7099040e+00 -6.1433587e+00 -3.2629933e-02]",Calm
2070,"[-4.9936017e+02  5.9005959e+01  6.5994711e+00  2.8191708e+01
  9.6081028e+00  1.3524668e+01 -1.2290060e+01  8.6231768e-01
 -2.2385040e+01 -1.2487135e-01 -1.9667078e+01  7.8505907e+00
 -1.0064015e+01  8.2366581e+00  3.7693641e+00  7.6840806e+00
 -7.1699777e+00  1.1384717e+01 -5.8952112e+00  1.6538477e+00
  4.9249635e+00  4.7079215e+00 -3.5770016e+00  4.2094831e+00
 -4.5673590e+00 -1.7408444e+00 -7.8615975e+00  1.3972900e+00
 -2.6155634e+00 -1.2490782e+00 -5.1491518e+00 -3.7742233e+00
 -5.9131002e+00  1.8344762e+00  1.3613213e+01  2.3954594e+01
  3.1463276e+01  2.9718052e+01  2.1409281e+01  7.3984909e+00]",Calm
2071,"[-4.0282166e+02  8.9931000e+01 -5.0231938e+00  3.0600149e+01
 -4.6133080e+00  1.6422871e+00 -1.4941101e+01 -1.6672989e+01
 -4.4252224e+00  1.1650530e+01 -2.4252968e+01  1.4339577e+01
 -6.1771269e+00  4.1592393e+00 -3.2520123e+00 -6.7225566e+00
  2.3156934e+00 -2.5553653e+00 -1.5469030e+01  4.4416261e+00
 -5.9026036e+00 -6.6570101e+00 -5.8826747e+00 -2.4525235e+00
 -7.1217709e+00 -2.8453302e+00 -2.8670664e+00 -1.5653125e+00
 -5.0001335e+00 -3.4439864e+00 -1.0738977e+01 -4.4942203e+00
 -3.2318685e+00  9.7704973e+00  2.3729080e+01  3.5058556e+01
  3.6689060e+01  2.2780952e+01  1.0584396e+01 -2.3882939e-01]",Calm
2072,"[-3.92313873e+02  5.09341354e+01 -1.58667965e+01  3.92719269e+01
 -1.09307909e+01  6.31190205e+00 -9.68157673e+00 -7.47380304e+00
 -5.19991589e+00  1.44535475e+01 -2.04056797e+01  1.49232254e+01
 -8.89406872e+00  9.69443703e+00 -2.91087103e+00 -3.74115634e+00
 -4.14172620e-01  9.35531855e-01 -1.36988487e+01  4.02159500e+00
 -7.51114750e+00 -1.24172175e+00 -6.92023945e+00 -2.61403441e+00
 -4.15190601e+00 -2.27872992e+00 -2.59957433e+00 -1.19439475e-01
 -4.61097670e+00 -2.74896950e-01 -9.27092743e+00 -1.76255739e+00
 -9.56464171e-01  1.17010717e+01  2.19576302e+01  2.89755154e+01
  2.99445858e+01  1.74203358e+01  6.09767437e+00 -1.96882093e+00]",Calm
2073,"[-533.0208      93.266365    26.334887    18.133389     9.772328
   18.6299     -14.165578    -2.1102765  -20.54535      7.6954165
  -16.37451      8.739721    -5.65461      9.005414    -1.3423247
   -2.8427353    0.8713806    2.4944546    2.6120822   -6.4644666
    2.4510503    2.6632946   -7.702881     2.1127157   -6.6872983
    1.4275064   -3.3401449    0.9620082   -2.5198379    1.2680348
   -1.6980779    9.448237     6.9555216   10.651037    12.944442
    7.7611794    8.438219     7.1057487   12.896346    10.924494 ]",Sad
2074,"[-4.54186646e+02  7.74859161e+01  1.19396362e+01 -5.93997526e+00
 -1.58481112e+01  8.32092285e+00 -1.44115973e+01  9.67791462e+00
 -2.00535145e+01  2.93569207e+00 -2.03900299e+01 -4.59462595e+00
 -1.27471638e+01  4.37072372e+00 -5.68508530e+00  3.33817601e+00
 -3.10549140e+00  7.99017477e+00  1.94772631e-01 -5.41370678e+00
  5.03721905e+00  1.65723286e+01  1.16609955e+01  2.84829826e+01
  2.36345749e+01  1.82392445e+01  1.21447926e+01  9.63426208e+00
 -2.57971358e+00  3.58437371e+00 -2.81904030e+00  2.02302647e+00
 -9.11955118e-01 -4.04705000e+00  2.10701036e+00  7.85123587e-01
 -2.42449474e+00 -7.70143941e-02 -9.64335680e-01 -8.69441867e-01]",Fear
2075,"[-4.8503638e+02  7.4272812e+01  7.8304024e+00 -2.8208485e+00
 -1.4131572e+00  1.8365391e+01 -1.4316872e+01 -2.2748814e+00
 -1.9404266e+01  6.7786455e+00 -1.7894909e+01  1.2271918e+01
 -1.0797841e+01  8.7993593e+00  4.8732543e+00  5.0621371e+00
 -1.9971378e+00  7.9726262e+00 -3.5309942e+00  4.6025765e-01
 -5.9656495e-01  6.4608955e+00 -6.6802363e+00  4.0114284e-01
 -8.9437523e+00 -7.9324472e-01 -3.1799120e-01  4.1296607e-01
 -6.6360283e+00  1.1662482e+00 -8.7114315e+00  6.6019052e-01
  7.1540132e+00  1.8692163e+01  3.1436192e+01  3.1712627e+01
  3.0529692e+01  1.8013836e+01  5.5950365e+00  6.3965297e-01]",Calm
2076,"[-5.39965210e+02  9.95312195e+01  1.63875542e+01  1.02273188e+01
  1.06151705e+01  1.76954365e+01 -1.86695004e+01 -1.28249331e+01
 -1.23744402e+01  7.63625574e+00 -1.25728979e+01  6.14290571e+00
 -4.71566343e+00  9.01139736e+00 -7.26973438e+00  5.22978067e-01
 -4.29027033e+00  4.11209631e+00  2.19947386e+00 -2.73356271e+00
  3.73244953e+00 -3.73801804e+00 -4.02592707e+00 -1.07882835e-01
 -4.33949280e+00  1.76483870e+00 -1.82687163e+00  2.25399756e+00
  3.21112394e+00  6.44991398e+00  6.56579781e+00  9.77709007e+00
  5.22662544e+00  4.64965630e+00  4.83475542e+00  6.31270552e+00
  1.07463436e+01  1.48940773e+01  1.24088564e+01  8.19251442e+00]",Sad
2077,"[-4.6798672e+02  7.6336327e+01  1.7631678e+01  1.8187357e+01
  1.1838704e+01  5.2002134e+00 -1.3720994e+01  5.5924091e+00
 -2.6452778e+01  4.3092713e+00 -1.9805422e+01  3.6942375e+00
 -8.1375084e+00 -4.9365839e-01 -3.1023092e+00  1.5017151e+00
 -6.7618442e+00  4.6739526e+00  2.1645290e-01 -2.4950228e+00
 -2.0795817e+00  2.5574887e-01 -4.4846506e+00 -2.2849462e+00
 -4.7537756e+00  2.2068405e+00  1.3629729e+00  6.3971868e+00
  2.6013565e+00  6.2591929e+00  4.6125932e+00  2.5901215e+00
  3.2388880e+00  2.8149848e+00  3.3875220e+00  1.4224147e+00
  7.8283153e+00  7.7316198e+00  1.4953755e+01  1.3798025e+01]",Disgust
2078,"[-3.7125488e+02  4.7830784e+01 -1.0885164e+01  7.2662363e+00
 -2.7577528e+01 -1.8977237e+00 -1.3160835e+01 -3.6234310e+00
 -1.8134914e+01  1.1962930e+01 -1.1636409e+01  8.5026627e+00
 -9.1713362e+00  1.0446648e+01 -4.5131469e+00  9.7995520e+00
  1.0214188e+00  8.8927670e+00 -4.1772690e+00  9.1950283e+00
 -3.3375478e+00  5.5619793e+00 -2.8993206e+00  5.7176602e-01
 -7.5341439e-01  3.2772365e+00 -6.8188779e-02  8.5909681e+00
  8.0349760e+00  8.8514357e+00  5.5136547e+00  5.7372017e+00
  3.8148115e+00  3.7629082e+00  4.0420179e+00  6.2791553e+00
  3.7880812e+00  2.0764320e+00  4.3550530e-01  1.5251757e+00]",Surprise
2079,"[-4.13459900e+02  5.25003586e+01  1.99491978e+01  4.19311867e+01
 -5.85777283e+00  8.84305859e+00 -1.19818974e+01  3.11171681e-01
 -6.81497526e+00  1.50990748e+00 -1.28981171e+01  7.93303871e+00
 -6.99577570e+00  1.31557331e+01 -1.22619095e+01  5.32969618e+00
 -1.59629965e+00  1.10869098e+00 -8.51944637e+00  1.95303869e+00
 -1.00661268e+01 -2.91118765e+00 -5.63848639e+00  3.67955565e+00
  2.56857067e-01  9.02945805e+00  3.85683131e+00  3.13766646e+00
  6.07113957e-01 -1.62461269e+00 -1.44942749e+00  9.85324669e+00
  6.38773060e+00  9.16662788e+00  4.34291649e+00  1.92477703e+00
 -1.41083747e-01 -2.25730494e-01  1.94886124e+00  3.29187679e+00]",Sad
2080,"[-326.78534      55.393513    -23.25516       6.485662    -23.695135
    2.8548422    -2.5263755   -11.8325      -15.187458      6.1103115
  -18.053919     13.748269    -14.590256      8.578458     -4.6005006
   -4.7159915    -2.385808     -1.3962604    -7.9541545    -3.0011268
   -6.2915154     1.5095552    -4.147423      3.7700624     2.4950862
    6.362528      8.030987     11.693894     10.12988       7.8811164
    7.222793      5.5444174    -0.35392892   -2.766677     -4.1799817
   -1.480308      1.5681978    -0.75053155   -1.9970971    -2.823718  ]",Angry
2081,"[-4.3160815e+02  6.3572235e+01 -1.0279851e+01  2.5803156e+01
 -2.6116755e+01  1.0484872e+01 -1.1784702e+01 -8.5412779e+00
 -9.9920158e+00  5.3053889e+00 -1.1699023e+01  5.1503687e+00
 -8.9960842e+00  4.8854055e+00 -3.7788999e+00 -1.9183394e+00
 -1.6279418e+00  2.3993614e+00 -5.8185883e+00  1.9738680e+00
 -3.5509524e+00 -3.5056984e-01 -1.6010785e-01  3.5759912e+00
 -7.4526310e-01  2.6339493e+00  1.4774793e-01  3.4424009e+00
  1.8319405e+00  5.5371637e+00  2.5298727e+00  2.3353701e+00
  1.7785064e+00  1.0436165e+00  1.8086379e+00 -1.8437678e-01
  2.7265415e+00  2.3383389e+00  3.5993979e+00  1.6047322e+00]",Disgust
2082,"[-277.59195      31.572046    -20.274836     10.697862    -37.38987
    4.6507936    -6.7987175    -6.9242043   -11.918085      4.8037987
  -22.309795     14.523217    -12.449956      8.446329     -6.026975
   -0.92136556   -0.36290315   16.030571     -2.2918866    13.384041
    3.6863925     7.358251     -1.1694344     7.1496844     2.5366821
   10.035269      3.2448819     1.4192765    -0.31343713    1.8353803
   -3.4030378     6.002521     -5.49863      -0.7521841    -0.5265334
    0.9590942     4.656507     -0.535518     -2.209972      2.85136   ]",Fear
2083,"[-4.4332230e+02  7.5914116e+01  1.1823871e+01  3.9828446e+00
  3.1033797e+00  2.8212708e-01 -1.7049301e+01  6.5292430e+00
 -2.4636810e+01  7.8009825e+00 -1.8007090e+01  7.8600683e+00
 -7.2849722e+00  1.2555876e+01 -6.8328023e+00  5.3556623e+00
 -7.1868234e+00  5.3303218e+00 -3.7916861e+00 -2.4102170e+00
  4.5771319e-02  1.2158265e+00 -5.7445178e+00  5.8599300e+00
 -2.9501572e+00  4.4262171e+00 -6.7401916e-01  4.5369062e+00
  1.1576850e+00  4.8147264e+00  3.1676910e+00  3.9339612e+00
  8.7512177e-01  2.1433036e+00  4.5303020e+00  5.3109646e+00
  9.6147337e+00  8.7385111e+00  1.1166373e+01  1.0080490e+01]",Disgust
2084,"[-373.86185      35.952038    -14.412765     -1.3293802   -24.59027
    3.5675888    -9.518291     -6.938661    -14.68641      10.194619
  -10.6343        9.607721     -9.449026     14.6879       -3.485026
   11.161366      1.854999     16.965332     -2.0439508     7.7681246
   -4.421982      4.4137845    -2.134161      6.534949     -4.9553814
    0.90042096   -1.6284599     0.78824776    1.018493      5.2586904
    4.935865      7.9289594     7.830586      8.108926      5.537943
    5.1773314     3.9080405     1.3090568     2.0925565     2.32406   ]",Surprise
2085,"[-3.9861334e+02  6.1408806e+01  1.3564370e+00  1.8917965e+01
 -1.1850569e+01  3.3179252e+00 -2.0745907e+01 -1.3117390e+00
 -1.5778093e+01  4.7976904e+00 -1.4000977e+01  3.9727976e+00
 -8.8157368e+00  4.8811774e+00 -9.0509853e+00 -5.0065584e+00
 -1.9678872e+00  1.7743676e+00 -1.3313532e+01  2.9878454e+00
 -1.0874424e+01 -1.0942521e+00 -4.0199108e+00  2.7723986e-01
 -2.8335490e+00  3.6084020e-01 -4.2180781e+00  4.0401492e+00
 -7.6423162e-01  7.3186650e+00  1.7666548e+00  3.2270272e+00
  2.0480881e+00 -1.1454008e+00  1.7046076e+00  1.9876214e+00
  4.3665648e+00  6.5864210e+00  8.2777891e+00  6.8464041e+00]",Disgust
2086,"[-3.3762994e+02  4.3944130e+01 -9.7255411e+00  1.2570914e+01
 -3.1898682e+01  1.1084529e+00 -7.3047194e+00 -1.0283398e+01
 -1.2792414e+01  8.4119952e-01 -2.3931341e+01  1.3550343e+01
 -1.8610613e+01  9.4112911e+00 -3.1382051e+00 -3.4843841e+00
 -2.9704270e+00 -1.4610875e-02 -1.0080680e+01  2.1420667e+00
 -1.0611503e+01 -3.7623918e-01 -7.2310963e+00 -5.7363039e-01
  2.1798593e-01  7.7976209e-01  4.1406975e+00  1.0776825e+01
  1.2989513e+01  1.7020470e+01  1.1728256e+01  1.1585979e+01
  3.2099390e+00  3.0101027e+00  2.4811289e+00  3.4177392e+00
  2.2098343e+00  9.3192309e-01  8.8763219e-01  6.1330199e-02]",Angry
2087,"[-3.3877988e+02  5.4136936e+01 -1.4171900e+01  5.0163546e+00
 -2.6513170e+01  4.0987306e+00 -4.8331690e+00 -2.1933636e+01
 -1.3932435e+01  6.0182781e+00 -2.8658039e+01  1.6047724e+01
 -1.9923456e+01  7.3676691e+00 -1.3830894e+00 -4.9697227e+00
 -2.1757758e+00 -2.0462627e+00 -1.1569109e+01 -2.4719881e-01
 -1.0936104e+01 -4.3468647e+00 -8.6214981e+00 -4.7391775e-01
 -8.5930169e-01  4.5832710e+00  5.0268083e+00  9.8520241e+00
  8.2492294e+00  1.1113110e+01  7.5720320e+00  1.0850600e+01
  7.7950830e+00  8.1381989e+00  6.7144270e+00  9.0305815e+00
  6.8194866e+00  4.2919469e+00  1.5167444e+00  4.8020878e-01]",Angry
2088,"[-4.05959808e+02  7.47107544e+01 -5.31860065e+00  1.21729155e+01
 -1.78787613e+01  1.24748068e+01 -1.36282682e+01 -1.05478344e+01
 -1.27025747e+01  2.84373450e+00 -1.08303232e+01  5.49201584e+00
 -1.17523775e+01  5.35422134e+00 -8.17780781e+00  1.25479758e+00
 -6.15258503e+00  8.64120007e-01 -1.04871407e+01  9.15632069e-01
 -7.74212503e+00  9.34260339e-02 -4.37711716e+00  4.31383848e+00
 -1.86061347e+00  9.99545038e-01 -5.53691924e-01  3.02946782e+00
  2.90272999e+00  7.73581839e+00 -1.43845022e-01  4.88301897e+00
 -1.13607275e+00  1.90119058e-01  2.35891008e+00 -3.28883648e-01
  4.62899494e+00  1.97521687e+00  3.59848428e+00  2.65685463e+00]",Disgust
2089,"[-4.0522580e+02  7.3332512e+01 -7.0536666e+00  3.7055462e+01
 -2.0042982e+00  1.7613597e-01 -7.0249829e+00 -1.5968716e+01
 -1.1648978e+01  1.6449907e+01 -2.1580582e+01  1.3161142e+01
 -1.2165391e+01  7.8033447e+00 -3.7313712e+00 -4.9955764e+00
  1.5304221e+00 -3.0680673e+00 -1.6057386e+01  5.1782274e+00
 -9.3427582e+00 -7.0169129e+00 -6.6726961e+00 -3.5274591e+00
 -1.0216590e+01 -9.2647862e-01 -5.7384458e+00 -2.0135255e+00
 -3.2863777e+00 -3.9768538e+00 -1.3661804e+01 -6.3150773e+00
 -6.5109668e+00  4.2457762e+00  2.4551161e+01  3.7953747e+01
  4.5102104e+01  3.5039391e+01  1.8622652e+01 -5.8434099e-01]",Calm
2090,"[-3.4247043e+02  3.1783087e+01 -1.4287694e+01  3.3106678e+01
 -3.5786493e+00  4.4201508e+00 -3.3453152e+00  2.0534697e+00
 -2.5330482e+00  5.7788496e+00 -1.4850401e+01  1.4757415e+01
 -7.9555655e+00  1.0888595e+01 -2.3167183e+00 -4.2844597e-01
 -3.0229292e+00  7.1401191e+00 -5.1914177e+00  1.4338411e+01
  4.8554397e+00  1.0809199e+01  2.4098907e+00  6.6453433e+00
  7.2688109e-01  5.9441428e+00  3.3285968e+00  2.3323460e+00
 -2.8726667e-01 -8.1730887e-02 -3.9384558e+00  1.7420461e+00
 -2.7057354e+00 -1.2845153e+00 -9.4759506e-01  6.3118374e-01
 -1.5933061e+00  1.7257549e+00  2.6094325e+00  4.4542332e+00]",Fear
2091,"[-3.2400586e+02  3.2953857e+01 -1.8581976e+01  4.0021240e+01
 -2.6078562e+01 -7.0230794e+00 -5.3953738e+00 -1.5611342e+01
 -1.1561961e+01  4.1938090e+00 -2.0246983e+01  1.5539866e+01
 -1.6660847e+01  9.9436569e+00 -2.3272985e-01 -5.9440675e+00
 -3.7973187e+00 -7.1953279e-01 -1.4727621e+01 -2.3731698e-01
 -6.0184617e+00 -3.1992393e+00 -2.7100649e+00  5.0240006e+00
  5.5347977e+00  9.4441319e+00  8.5173864e+00  1.0942395e+01
  1.2791662e+01  9.5870008e+00  5.0524282e+00  3.8283906e+00
 -2.0416625e+00 -1.9742930e-01  5.3105742e-01  1.3126479e-02
 -4.4153416e-01 -3.3003254e+00 -2.0533209e+00 -8.4107745e-01]",Angry
2092,"[-5.10977539e+02  8.76545105e+01  1.00481615e+01  2.19120789e+01
  1.42459030e+01  1.78832054e+01 -2.00378227e+01 -1.59857149e+01
 -2.29984264e+01  1.15831423e+01 -1.83938103e+01  8.35467434e+00
 -1.06255417e+01  8.63079739e+00 -3.76927942e-01  2.17924446e-01
  1.02259409e+00  6.48253345e+00  3.38272619e+00 -3.55558586e+00
  3.95098400e+00  2.47295833e+00 -2.44149423e+00  1.81897417e-01
 -7.79901981e+00  9.91648376e-01 -3.26589823e+00  3.27009439e+00
  1.92848563e-01  5.83234596e+00  5.72740746e+00  8.67401218e+00
  9.01654625e+00  4.10780001e+00  6.61686850e+00  3.99772048e+00
  5.37695932e+00  8.11348152e+00  1.03349276e+01  1.15490685e+01]",Sad
2093,"[-4.5299942e+02  7.7259750e+01  1.3521492e+01  1.0135879e+01
 -1.8724169e+00  6.1616220e+00 -1.7974760e+01  4.1953611e+00
 -2.4940374e+01 -9.3168569e-01 -2.1023756e+01 -6.0546465e+00
 -7.5372763e+00  1.2640278e-01 -3.1541708e+00  5.6434360e+00
 -1.6196380e+00  1.7501352e+01 -4.4709864e+00  3.5679609e-01
  1.2888359e+00  1.2854037e+00 -1.3894135e+00  4.1959529e+00
 -6.8931413e+00  3.6352978e+00  2.4170338e-01  7.0518165e+00
  3.0666411e+00  8.4091787e+00  3.3717237e+00  4.1821942e+00
  3.0650456e+00  1.8466027e+00  6.4273396e+00  8.3672171e+00
  1.0141211e+01  1.0365279e+01  1.0927224e+01  1.0355337e+01]",Happy
